Kód produktu;Název;Nákupní cena;Prodejní cena;Mare Kè;Mare %;Multishop
43192/138179;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;720.0;719.34;99.91;720
43192/138181;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;720.0;719.34;99.91;720
43192/145291;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;720.0;719.34;99.91;720
43192/151840;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;720.0;719.34;99.91;720
43192/171962;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;720.0;719.34;99.91;720
43192/171963;"Plastové patentky / stiskací knoflíky vel. 18""";0.0;786.5;786.5;100.0;790
43192/171964;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;720.0;719.34;99.91;720
43192/197386;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;720.0;719.34;99.91;720
43192/197445;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;720.0;719.34;99.91;720
43192/197498;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;720.0;719.34;99.91;720
43192/209446;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;720.0;719.34;99.91;720
43192/236133;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;720.0;719.34;99.91;720
43192/236134;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;720.0;719.34;99.91;720
47453/138176;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/138177;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/138178;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/138179;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/138181;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/138182;"Plastové patentky / stiskací knoflíky vel. 18""";79.86;87.0;7.14;8.21;90
47453/145291;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/151840;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/171962;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/171963;"Plastové patentky / stiskací knoflíky vel. 18""";50.0;87.1;37.1;42.59;90
47453/171964;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/197386;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/197445;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/197498;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/207580;"Plastové patentky / stiskací knoflíky vel. 18""";79.86;87.0;7.14;8.21;90
47453/207610;"Plastové patentky / stiskací knoflíky vel. 18""";79.86;87.0;7.14;8.21;90
47453/209446;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/236132;"Plastové patentky / stiskací knoflíky vel. 18""";50.0;87.1;37.1;42.59;90
47453/236133;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/236134;"Plastové patentky / stiskací knoflíky vel. 18""";0.66;68.5;67.84;99.04;70
47453/242566;"Plastové patentky / stiskací knoflíky vel. 18""";51.43;87.0;35.57;40.89;90
47453/249773;"Plastové patentky / stiskací knoflíky vel. 18""";50.0;87.1;37.1;42.59;90
49450/HNE;"Plastové patentky / stiskací knoflíky vel. 18""";79.86;87.0;7.14;8.21;90
136195/138160;"Plastové patentky / stiskací knoflíky vel. 22""";0.76;236.0;235.24;99.68;235
136195/138163;"Plastové patentky / stiskací knoflíky vel. 22""";0.76;236.0;235.24;99.68;235
136196/138160;"Plastové patentky / stiskací knoflíky vel. 22""";0.76;820.0;819.24;99.91;820
136196/138163;"Plastové patentky / stiskací knoflíky vel. 22""";0.76;820.0;819.24;99.91;820
47454/138160;"Plastové patentky / stiskací knoflíky vel. 22""";0.76;90.5;89.74;99.16;95
47454/138163;"Plastové patentky / stiskací knoflíky vel. 22""";0.76;90.5;89.74;99.16;95
101699/140726;Sada zapínání na tašku 30x31 mm;13.46;729.0;715.54;98.15;730
101699/250540;Sada zapínání na tašku 30x31 mm;13.46;729.0;715.54;98.15;730
101699/269126;Sada zapínání na tašku 30x31 mm;13.46;729.0;715.54;98.15;730
101699/269397;Sada zapínání na tašku 30x31 mm;13.46;729.0;715.54;98.15;730
44392/140726;Sada zapínání na tašku 30x31 mm;13.46;27.99;14.53;51.91;30
44392/250540;Sada zapínání na tašku 30x31 mm;13.46;27.99;14.53;51.91;30
44392/269126;Sada zapínání na tašku 30x31 mm;13.46;27.99;14.53;51.91;30
44392/269397;Sada zapínání na tašku 30x31 mm;13.46;27.99;14.53;51.91;30
44929/140726;Sada zapínání na tašku 30x31 mm;13.46;182.2;168.74;92.61;185
44929/250540;Sada zapínání na tašku 30x31 mm;13.46;182.2;168.74;92.61;185
44929/269126;Sada zapínání na tašku 30x31 mm;13.46;182.2;168.74;92.61;185
44929/269397;Sada zapínání na tašku 30x31 mm;13.46;182.2;168.74;92.61;185
121691/140472;Sada zapínání na tašku 30x40 mm;390.0;451.6;61.6;13.64;455
121691/211117;Sada zapínání na tašku 30x40 mm;420.0;478.1;58.1;12.15;480
121691/231060;Sada zapínání na tašku 30x40 mm;390.0;451.6;61.6;13.64;455
121691/231089;Sada zapínání na tašku 30x40 mm;390.0;451.6;61.6;13.64;455
157394/140472;Sada zapínání na tašku 30x40 mm;16.55;99.65;83.1;83.39;100
157394/211117;Sada zapínání na tašku 30x40 mm;16.55;99.65;83.1;83.39;100
157395/140472;Sada zapínání na tašku 30x40 mm;16.55;538.2;521.65;96.92;540
157395/211117;Sada zapínání na tašku 30x40 mm;16.55;538.2;521.65;96.92;540
157395/231060;Sada zapínání na tašku 30x40 mm;16.55;538.2;521.65;96.92;540
157395/231089;Sada zapínání na tašku 30x40 mm;16.55;538.2;521.65;96.92;540
44676/140472;Sada zapínání na tašku 30x40 mm;16.55;30.61;14.06;45.93;35
44676/211117;Sada zapínání na tašku 30x40 mm;16.55;30.61;14.06;45.93;35
44676/231060;Sada zapínání na tašku 30x40 mm;16.55;30.61;14.06;45.93;35
44676/231089;Sada zapínání na tašku 30x40 mm;16.55;30.61;14.06;45.93;35
44813/140472;Sada zapínání na tašku 30x40 mm;78.15;106.4;28.25;26.55;110
44813/211117;Sada zapínání na tašku 30x40 mm;95.0;107.5;12.5;11.63;110
44813/231060;Sada zapínání na tašku 30x40 mm;16.55;99.65;83.1;83.39;100
44813/231089;Sada zapínání na tašku 30x40 mm;16.55;99.65;83.1;83.39;100
159275/140482;Sada zapínání na tašku 50x25 mm;18.51;601.5;582.99;96.92;605
159275/198776;Sada zapínání na tašku 50x25 mm;18.51;601.5;582.99;96.92;605
159275/216093;Sada zapínání na tašku 50x25 mm;18.51;601.5;582.99;96.92;605
159275/223857;Sada zapínání na tašku 50x25 mm;18.51;601.5;582.99;96.92;605
44677/140482;Sada zapínání na tašku 50x25 mm;18.51;38.7;20.19;52.17;40
44677/198776;Sada zapínání na tašku 50x25 mm;18.51;38.52;20.01;51.95;40
44677/216093;Sada zapínání na tašku 50x25 mm;18.51;38.7;20.19;52.17;40
44677/223857;Sada zapínání na tašku 50x25 mm;18.51;38.52;20.01;51.95;40
44817/140482;Sada zapínání na tašku 50x25 mm;92.55;126.0;33.45;26.55;125
44817/198776;Sada zapínání na tašku 50x25 mm;18.51;125.4;106.89;85.24;130
44817/216093;Sada zapínání na tašku 50x25 mm;92.55;126.0;33.45;26.55;125
44817/223857;Sada zapínání na tašku 50x25 mm;18.51;125.4;106.89;85.24;130
86496/140482;Sada zapínání na tašku 50x25 mm;850.0;948.7;98.7;10.4;950
86496/198776;Sada zapínání na tašku 50x25 mm;18.51;1002.5;983.99;98.15;1005
86496/216093;Sada zapínání na tašku 50x25 mm;900.0;1018.2;118.2;11.61;1020
86496/223857;Sada zapínání na tašku 50x25 mm;18.51;1002.5;983.99;98.15;1005
145753/140483;Sada zapínání na tašku 25x33 mm;8.52;462.0;453.48;98.16;465
145753/228302;Sada zapínání na tašku 25x33 mm;8.52;462.0;453.48;98.16;465
145753/228303;Sada zapínání na tašku 25x33 mm;8.52;462.0;453.48;98.16;465
44636/140483;Sada zapínání na tašku 25x33 mm;8.52;35.46;26.94;75.97;40
44636/228302;Sada zapínání na tašku 25x33 mm;8.52;35.46;26.94;75.97;40
44636/228303;Sada zapínání na tašku 25x33 mm;17.04;35.7;18.66;52.27;40
44636/236157;Sada zapínání na tašku 25x33 mm;22.3;47.0;24.7;52.55;50
44819/140483;Sada zapínání na tašku 25x33 mm;8.52;115.3;106.78;92.61;120
44819/228302;Sada zapínání na tašku 25x33 mm;8.52;115.3;106.78;92.61;120
44819/228303;Sada zapínání na tašku 25x33 mm;8.52;115.3;106.78;92.61;120
51081/148458;Bavlnìná ucha na tašky délka 70 cm;70.57;261.04;190.47;72.97;265
51081/206922;Bavlnìná ucha na tašky délka 70 cm;156.82;265.0;108.18;40.82;265
70990/148458;Bavlnìná ucha na tašky délka 70 cm;70.57;1911.5;1840.93;96.31;1915
98753/148458;Bavlnìná ucha na tašky délka 70 cm;70.57;339.84;269.27;79.23;340
114055/148974;Øetízek na kabelky s karabinou délka 90 cm;11.86;91.75;79.89;87.07;95
114055/148975;Øetízek na kabelky s karabinou délka 90 cm;11.86;91.75;79.89;87.07;95
114055/179654;Øetízek na kabelky s karabinou délka 90 cm;105.0;119.8;14.8;12.35;120
118079/148974;Øetízek na kabelky s karabinou délka 90 cm;11.86;385.2;373.34;96.92;390
118079/148975;Øetízek na kabelky s karabinou délka 90 cm;11.86;385.2;373.34;96.92;390
118079/179654;Øetízek na kabelky s karabinou délka 90 cm;480.0;559.0;79.0;14.13;560
51195/148974;Øetízek na kabelky s karabinou délka 90 cm;30.8;28.2;-2.6;-9.22;30
51195/148975;Øetízek na kabelky s karabinou délka 90 cm;30.8;28.2;-2.6;-9.22;30
51195/179654;Øetízek na kabelky s karabinou délka 90 cm;37.27;36.8;-0.47;-1.28;40
51195/192645;Øetízek na kabelky s karabinou délka 90 cm;37.27;40.9;3.63;8.88;45
14348/82855;Plastové patentky / stiskací knoflíky O25 mm;37.51;40.9;3.39;8.29;45
14348/82857;Plastové patentky / stiskací knoflíky O25 mm;1.36;32.2;30.84;95.78;35
152181/82857;Plastové patentky / stiskací knoflíky O25 mm;50.0;106.5;56.5;53.05;110
152917/82855;Plastové patentky / stiskací knoflíky O25 mm;1.36;16.1;14.74;91.55;20
152917/82856;Plastové patentky / stiskací knoflíky O25 mm;1.36;16.1;14.74;91.55;20
152917/82857;Plastové patentky / stiskací knoflíky O25 mm;1.36;16.1;14.74;91.55;20
152919/82855;Plastové patentky / stiskací knoflíky O25 mm;1.36;63.0;61.64;97.84;65
152919/82856;Plastové patentky / stiskací knoflíky O25 mm;1.36;63.0;61.64;97.84;65
152919/82857;Plastové patentky / stiskací knoflíky O25 mm;1.36;63.0;61.64;97.84;65
156480/82855;Plastové patentky / stiskací knoflíky O25 mm;1.36;735.0;733.64;99.81;735
78960/82856;Plastové patentky / stiskací knoflíky O25 mm;1.36;735.0;733.64;99.81;735
78960/82857;Plastové patentky / stiskací knoflíky O25 mm;1.36;735.0;733.64;99.81;735
151685/91605;Vyšívací kruh / rámeèek k zavìšení O20 cm;62.68;485.05;422.37;87.08;490
156419/91605;Vyšívací kruh / rámeèek k zavìšení O20 cm;62.68;679.2;616.52;90.77;680
29777/91605;Vyšívací kruh / rámeèek k zavìšení O20 cm;620.0;689.5;69.5;10.08;690
38722/91605;Vyšívací kruh / rámeèek k zavìšení O20 cm;62.68;149.05;86.37;57.95;150
120464/92185;Spona trojzubec šíøe 20 mm;19.9;647.1;627.2;96.92;650
16680/92185;Spona trojzubec šíøe 20 mm;19.9;308.1;288.2;93.54;310
39365/92185;Spona trojzubec šíøe 20 mm;19.9;47.34;27.44;57.96;50
519/129482;Brzdièky s dvìmi dírkami 20x20 mm velké;39.9;67.5;27.6;40.89;70
519/151354;Brzdièky s dvìmi dírkami 20x20 mm velké;30.0;67.5;37.5;55.56;70
519/162542;Brzdièky s dvìmi dírkami 20x20 mm velké;30.0;67.5;37.5;55.56;70
519/31316;Brzdièky s dvìmi dírkami 20x20 mm velké;2.8;66.5;63.7;95.79;70
519/31317;Brzdièky s dvìmi dírkami 20x20 mm velké;2.8;66.5;63.7;95.79;70
521/31316;Brzdièky s dvìmi dírkami 20x20 mm velké;2.8;604.0;601.2;99.54;605
521/31317;Brzdièky s dvìmi dírkami 20x20 mm velké;2.8;604.0;601.2;99.54;605
94849/31316;Brzdièky s dvìmi dírkami 20x20 mm velké;2.8;216.0;213.2;98.7;215
94849/31317;Brzdièky s dvìmi dírkami 20x20 mm velké;2.8;216.0;213.2;98.7;215
13077/78519;Koncovky 12x17mm hranaté;36.3;61.5;25.2;40.98;65
13077/78522;Koncovky 12x17mm hranaté;32.5;60.5;28.0;46.28;65
32663/78522;Koncovky 12x17mm hranaté;146.0;158.1;12.1;7.65;160
94840/78522;Koncovky 12x17mm hranaté;390.0;424.1;34.1;8.04;425
139512/134785;Brzdièky s dvìmi dírkami 20x20 mm;137.0;213.2;76.2;35.74;215
139512/134786;Brzdièky s dvìmi dírkami 20x20 mm;218.0;237.2;19.2;8.09;240
139512/134793;Brzdièky s dvìmi dírkami 20x20 mm;137.0;213.2;76.2;35.74;215
139512/134796;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/204784;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/208121;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/208123;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/222152;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/222153;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/235027;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/235029;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/235030;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/235031;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/90739;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/90740;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/90741;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139512/90743;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
139513/134785;Brzdièky s dvìmi dírkami 20x20 mm;760.0;832.5;72.5;8.71;835
139513/204783;Brzdièky s dvìmi dírkami 20x20 mm;685.0;748.7;63.7;8.51;750
139513/208123;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
139513/222152;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
139513/235027;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
139513/235028;Brzdièky s dvìmi dírkami 20x20 mm;685.0;748.7;63.7;8.51;750
139513/235029;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
139513/235030;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
139513/90740;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
139513/90743;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
16312/134786;Brzdièky s dvìmi dírkami 20x20 mm;100.0;191.2;91.2;47.7;195
16312/134796;Brzdièky s dvìmi dírkami 20x20 mm;196.0;213.2;17.2;8.07;215
16312/204783;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
16312/235028;Brzdièky s dvìmi dírkami 20x20 mm;1.3;200.0;198.7;99.35;200
29769/134785;Brzdièky s dvìmi dírkami 20x20 mm;500.0;832.5;332.5;39.94;835
29769/134786;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
29769/134793;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
29769/134796;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
29769/204784;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
29769/208121;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
29769/222153;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
29769/235028;Brzdièky s dvìmi dírkami 20x20 mm;685.0;748.7;63.7;8.51;750
29769/235031;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
29769/90739;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
29769/90741;Brzdièky s dvìmi dírkami 20x20 mm;1.3;705.0;703.7;99.82;705
38355/134785;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/134786;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/134788;Brzdièky s dvìmi dírkami 20x20 mm;21.78;36.8;15.02;40.82;40
38355/134791;Brzdièky s dvìmi dírkami 20x20 mm;21.8;36.8;15.0;40.76;40
38355/134793;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/134796;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/204783;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/204784;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/208121;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/208122;Brzdièky s dvìmi dírkami 20x20 mm;21.8;36.8;15.0;40.76;40
38355/208123;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/208124;Brzdièky s dvìmi dírkami 20x20 mm;21.8;36.8;15.0;40.76;40
38355/222152;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/222153;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/229894;Brzdièky s dvìmi dírkami 20x20 mm;21.8;36.8;15.0;40.76;40
38355/235027;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/235028;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/235029;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/235030;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/235031;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/90739;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/90740;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/90741;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
38355/90743;Brzdièky s dvìmi dírkami 20x20 mm;1.3;30.8;29.5;95.78;35
101952/206310;Brzdièky kulaté 15x19 mm;0.0;802.6;802.6;100.0;805
139510/173985;Brzdièky kulaté 15x19 mm;0.87;104.0;103.13;99.16;105
139510/173987;Brzdièky kulaté 15x19 mm;0.87;104.0;103.13;99.16;105
139510/173988;Brzdièky kulaté 15x19 mm;0.87;104.0;103.13;99.16;105
139510/173989;Brzdièky kulaté 15x19 mm;0.87;104.0;103.13;99.16;105
139510/173990;Brzdièky kulaté 15x19 mm;0.87;104.0;103.13;99.16;105
139510/185093;Brzdièky kulaté 15x19 mm;0.87;104.0;103.13;99.16;105
139510/185132;Brzdièky kulaté 15x19 mm;0.87;104.0;103.13;99.16;105
139510/201133;Brzdièky kulaté 15x19 mm;0.87;104.0;103.13;99.16;105
139510/206310;Brzdièky kulaté 15x19 mm;0.87;104.0;103.13;99.16;105
139510/215853;Brzdièky kulaté 15x19 mm;0.87;104.0;103.13;99.16;105
139511/173985;Brzdièky kulaté 15x19 mm;0.87;475.0;474.13;99.82;475
139511/173987;Brzdièky kulaté 15x19 mm;0.87;475.0;474.13;99.82;475
139511/173988;Brzdièky kulaté 15x19 mm;0.87;475.0;474.13;99.82;475
139511/173989;Brzdièky kulaté 15x19 mm;0.87;475.0;474.13;99.82;475
139511/173990;Brzdièky kulaté 15x19 mm;0.87;475.0;474.13;99.82;475
139511/185132;Brzdièky kulaté 15x19 mm;0.87;475.0;474.13;99.82;475
139511/201133;Brzdièky kulaté 15x19 mm;0.87;475.0;474.13;99.82;475
139511/206310;Brzdièky kulaté 15x19 mm;375.0;413.3;38.3;9.27;415
69196/215853;Brzdièky kulaté 15x19 mm;75.0;117.4;42.4;36.12;120
69197/173985;Brzdièky kulaté 15x19 mm;0.87;475.0;474.13;99.82;475
69197/173990;Brzdièky kulaté 15x19 mm;0.87;475.0;474.13;99.82;475
69197/185093;Brzdièky kulaté 15x19 mm;0.87;475.0;474.13;99.82;475
69197/206310;Brzdièky kulaté 15x19 mm;0.0;405.4;405.4;100.0;410
69197/215853;Brzdièky kulaté 15x19 mm;0.87;475.0;474.13;99.82;475
75886/173985;Brzdièky kulaté 15x19 mm;0.87;16.3;15.43;94.66;20
75886/173986;Brzdièky kulaté 15x19 mm;9.55;17.2;7.65;44.48;20
75886/173987;Brzdièky kulaté 15x19 mm;0.87;16.3;15.43;94.66;20
75886/173988;Brzdièky kulaté 15x19 mm;0.87;16.3;15.43;94.66;20
75886/173989;Brzdièky kulaté 15x19 mm;0.87;16.3;15.43;94.66;20
75886/173990;Brzdièky kulaté 15x19 mm;0.87;16.3;15.43;94.66;20
75886/185032;Brzdièky kulaté 15x19 mm;9.55;18.2;8.65;47.53;20
75886/185033;Brzdièky kulaté 15x19 mm;10.77;16.5;5.73;34.73;20
75886/185035;Brzdièky kulaté 15x19 mm;9.55;19.0;9.45;49.74;20
75886/185093;Brzdièky kulaté 15x19 mm;0.87;16.3;15.43;94.66;20
75886/185132;Brzdièky kulaté 15x19 mm;0.87;16.3;15.43;94.66;20
75886/201132;Brzdièky kulaté 15x19 mm;9.55;17.2;7.65;44.48;20
75886/201133;Brzdièky kulaté 15x19 mm;0.87;16.3;15.43;94.66;20
75886/206310;Brzdièky kulaté 15x19 mm;0.87;16.3;15.43;94.66;20
75886/206315;Brzdièky kulaté 15x19 mm;9.55;18.2;8.65;47.53;20
75886/215853;Brzdièky kulaté 15x19 mm;0.87;16.3;15.43;94.66;20
75886/227408;Brzdièky kulaté 15x19 mm;9.55;19.0;9.45;49.74;20
75886/227409;Brzdièky kulaté 15x19 mm;9.55;20.2;10.65;52.72;25
75886/227410;Brzdièky kulaté 15x19 mm;9.55;11.2;1.65;14.73;15
75886/236179;Brzdièky kulaté 15x19 mm;9.55;18.2;8.65;47.53;20
154780/182566;Plastová koncovka 11x16 mm zamaèkávací;0.51;80.0;79.49;99.36;80
74227/182566;Plastová koncovka 11x16 mm zamaèkávací;0.51;24.2;23.69;97.89;25
74227/257288;Plastová koncovka 11x16 mm zamaèkávací;12.1;20.6;8.5;41.26;25
74598/182566;Plastová koncovka 11x16 mm zamaèkávací;0.51;280.0;279.49;99.82;280
55825/153688;Kovová karabina otoèná, prùvlek 9 mm;4.36;45.35;40.99;90.39;50
55825/203101;Kovová karabina otoèná, prùvlek 9 mm;4.36;45.35;40.99;90.39;50
55825/212048;Kovová karabina otoèná, prùvlek 9 mm;14.52;52.0;37.48;72.08;55
55825/242194;Kovová karabina otoèná, prùvlek 9 mm;7.26;52.0;44.74;86.04;55
56278/153688;Kovová karabina otoèná, prùvlek 9 mm;84.8;131.8;47.0;35.66;135
